timestamp,type,qw,qx,qy,qz,ax,ay,az,gx,gy,gz,emg_0,emg_1,emg_2,emg_3,emg_4,emg_5,emg_6,emg_7,emg_8,emg_9,emg_10,emg_11,emg_12,emg_13,emg_14,emg_15
12330,IMU,0.84,-0.06,-0.02,-0.53,0.08,-0.09,0.88,6.69,0.25,32.63
12355,IMU,0.85,-0.06,-0.02,-0.53,0.08,-0.07,0.89,7.12,-2.75,34.00
12356,EMG,-3,-5,-5,51,0,4,-1,-2,1,-36,-2,14,3,2,-3,2
12357,IMU,0.85,-0.06,-0.02,-0.52,0.09,-0.07,0.88,1.69,-0.31,32.19
12380,IMU,0.85,-0.06,-0.02,-0.52,0.08,-0.06,0.88,0.25,0.75,29.12
12381,EMG,-6,-10,0,8,-4,1,-4,-5,2,16,-1,-2,-4,3,3,2
12405,IMU,0.85,-0.06,-0.02,-0.52,0.06,-0.07,0.88,2.31,-2.81,26.62
12430,IMU,0.86,-0.06,-0.02,-0.51,0.07,-0.07,0.88,4.00,1.06,29.56
12431,EMG,0,10,-2,-4,-19,-6,-5,-4,-2,5,0,5,6,6,0,-2
12455,IMU,0.86,-0.06,-0.02,-0.51,0.09,-0.07,0.89,5.87,0.94,31.94
12456,IMU,0.86,-0.05,-0.02,-0.50,0.08,-0.07,0.88,6.94,0.56,35.38
12480,EMG,1,-2,3,-17,5,1,3,-3,-5,-8,0,-21,-11,-4,-1,-3
12481,IMU,0.87,-0.05,-0.02,-0.50,0.08,-0.07,0.89,8.88,2.31,34.88
12505,IMU,0.87,-0.05,-0.02,-0.49,0.04,-0.03,0.85,7.06,-1.62,36.81
12506,EMG,2,-2,1,22,4,2,-6,-4,-4,-4,1,-1,-6,1,-2,-2
12530,IMU,0.87,-0.05,-0.02,-0.48,0.06,-0.07,0.88,3.62,-9.25,37.63
12555,IMU,0.88,-0.05,-0.02,-0.48,0.09,-0.08,0.89,8.38,-15.13,43.81
12556,EMG,2,1,0,-34,-1,2,-1,-1,-3,2,-16,-42,-2,-3,-5,-1
12557,IMU,0.88,-0.05,-0.03,-0.47,0.09,-0.08,0.91,11.50,-13.88,46.50
12580,IMU,0.88,-0.05,-0.03,-0.46,0.09,-0.07,0.89,11.25,-10.06,45.50
12581,EMG,-3,1,-32,-7,-4,1,1,0,7,0,18,-14,-3,0,4,4
12605,IMU,0.89,-0.05,-0.03,-0.46,0.09,-0.05,0.90,14.31,-5.44,40.69
12630,IMU,0.89,-0.05,-0.03,-0.45,0.09,-0.05,0.90,20.00,0.75,38.56
12631,EMG,1,6,9,34,1,1,-2,0,-2,-1,13,25,-1,-1,0,-4
12655,IMU,0.89,-0.04,-0.03,-0.44,0.08,-0.05,0.88,23.94,-1.00,42.06
12656,IMU,0.90,-0.04,-0.03,-0.44,0.10,-0.05,0.86,19.31,-6.94,43.69
12680,EMG,-1,-1,6,-20,-6,2,-1,-2,-2,-4,-8,-9,-4,2,1,6
12681,IMU,0.90,-0.04,-0.04,-0.43,0.08,-0.01,0.90,5.75,-9.88,46.38
12705,IMU,0.90,-0.04,-0.04,-0.42,0.08,-0.03,0.88,6.75,-14.38,41.06
12706,EMG,-8,4,-13,23,2,1,-2,-1,3,1,-12,55,-1,-2,2,3
12730,IMU,0.91,-0.04,-0.04,-0.42,0.12,-0.04,0.88,7.50,-14.56,41.00
12755,IMU,0.91,-0.04,-0.04,-0.41,0.15,0.04,0.86,5.44,-9.56,38.94
12756,EMG,3,7,-7,59,-4,0,2,4,-2,2,-22,8,-8,2,2,1
12757,IMU,0.91,-0.05,-0.04,-0.40,0.05,0.00,0.88,-25.19,3.12,60.88
12780,IMU,0.92,-0.05,-0.04,-0.39,0.08,-0.12,0.90,-30.81,-5.31,62.50
12781,EMG,-5,-6,-8,0,-14,-10,-1,-2,-5,-4,-14,-47,-5,-1,-3,5
12805,IMU,0.92,-0.05,-0.04,-0.38,0.11,-0.15,0.88,-5.37,-12.13,62.69
